Africa/Abidjan	+0519-00402	Africa/Accra,Africa/Bamako,Africa/Banjul,Africa/Conakry,Africa/Dakar,Africa/Freetown,Africa/Lome,Africa/Nouakchott,Africa/Ouagadougou,Africa/Timbuktu,Atlantic/Reykjavik,Atlantic/St_Helena,Iceland
Africa/Algiers	+3647+00303	
Africa/Bissau	+1151-01535	
Africa/Cairo	+3003+03115	Egypt
Africa/Casablanca	+3339-00735	
Africa/Ceuta	+3553-00519	
Africa/El_Aaiun	+2709-01312	
Africa/Johannesburg	-2615+02800	Africa/Maseru,Africa/Mbabane
Africa/Juba	+0451+03137	
Africa/Khartoum	+1536+03232	
Africa/Lagos	+0627+00324	Africa/Bangui,Africa/Brazzaville,Africa/Douala,Africa/Kinshasa,Africa/Libreville,Africa/Luanda,Africa/Malabo,Africa/Niamey,Africa/Porto-Novo
Africa/Maputo	-2558+03235	Africa/Blantyre,Africa/Bujumbura,Africa/Gaborone,Africa/Harare,Africa/Kigali,Africa/Lubumbashi,Africa/Lusaka
Africa/Monrovia	+0618-01047	
Africa/Nairobi	-0117+03649	Africa/Addis_Ababa,Africa/Asmara,Africa/Asmera,Africa/Dar_es_Salaam,Africa/Djibouti,Africa/Kampala,Africa/Mogadishu,Indian/Antananarivo,Indian/Comoro,Indian/Mayotte
Africa/Ndjamena	+1207+01503	
Africa/Sao_Tome	+0020+00644	
Africa/Tripoli	+3254+01311	Libya
Africa/Tunis	+3648+01011	
Africa/Windhoek	-2234+01706	
America/Adak	+515248-1763929	America/Atka,US/Aleutian
America/Anchorage	+611305-1495401	US/Alaska
America/Araguaina	-0712-04812	
America/Argentina/Buenos_Aires	-3436-05827	America/Buenos_Aires
America/Argentina/Catamarca	-2828-06547	America/Argentina/ComodRivadavia,America/Catamarca
America/Argentina/Cordoba	-3124-06411	America/Cordoba,America/Rosario
America/Argentina/Jujuy	-2411-06518	America/Jujuy
America/Argentina/La_Rioja	-2926-06651	
America/Argentina/Mendoza	-3253-06849	America/Mendoza
America/Argentina/Rio_Gallegos	-5138-06913	
America/Argentina/Salta	-2447-06525	
America/Argentina/San_Juan	-3132-06831	
America/Argentina/San_Luis	-3319-06621	
America/Argentina/Tucuman	-2649-06513	
America/Argentina/Ushuaia	-5448-06818	
America/Asuncion	-2516-05740	
America/Bahia	-1259-03831	
America/Bahia_Banderas	+2048-10515	
America/Barbados	+1306-05937	
America/Belem	-0127-04829	
America/Belize	+1730-08812	
America/Boa_Vista	+0249-06040	
America/Bogota	+0436-07405	
America/Boise	+433649-1161209	
America/Cambridge_Bay	+690650-1050310	
America/Campo_Grande	-2027-05437	
America/Cancun	+2105-08646	
America/Caracas	+1030-06656	
America/Cayenne	+0456-05220	
America/Chicago	+415100-0873900	US/Central
America/Chihuahua	+2838-10605	
America/Ciudad_Juarez	+3144-10629	
America/Costa_Rica	+0956-08405	
America/Coyhaique	-4534-07204	
America/Cuiaba	-1535-05605	
America/Danmarkshavn	+7646-01840	
America/Dawson	+6404-13925	
America/Dawson_Creek	+5546-12014	
America/Denver	+394421-1045903	America/Shiprock,Navajo,US/Mountain
America/Detroit	+421953-0830245	US/Michigan
America/Edmonton	+5333-11328	America/Yellowknife,Canada/Mountain
America/Eirunepe	-0640-06952	
America/El_Salvador	+1342-08912	
America/Fort_Nelson	+5848-12242	
America/Fortaleza	-0343-03830	
America/Glace_Bay	+4612-05957	
America/Goose_Bay	+5320-06025	
America/Grand_Turk	+2128-07108	
America/Guatemala	+1438-09031	
America/Guayaquil	-0210-07950	
America/Guyana	+0648-05810	
America/Halifax	+4439-06336	Canada/Atlantic
America/Havana	+2308-08222	Cuba
America/Hermosillo	+2904-11058	
America/Indiana/Indianapolis	+394606-0860929	America/Fort_Wayne,America/Indianapolis,US/East-Indiana
America/Indiana/Knox	+411745-0863730	America/Knox_IN,US/Indiana-Starke
America/Indiana/Marengo	+382232-0862041	
America/Indiana/Petersburg	+382931-0871643	
America/Indiana/Tell_City	+375711-0864541	
America/Indiana/Vevay	+384452-0850402	
America/Indiana/Vincennes	+384038-0873143	
America/Indiana/Winamac	+410305-0863611	
America/Inuvik	+682059-1334300	
America/Iqaluit	+6344-06828	America/Pangnirtung
America/Jamaica	+175805-0764736	Jamaica
America/Juneau	+581807-1342511	
America/Kentucky/Louisville	+381515-0854534	America/Louisville
America/Kentucky/Monticello	+364947-0845057	
America/La_Paz	-1630-06809	
America/Lima	-1203-07703	
America/Los_Angeles	+340308-1181434	US/Pacific
America/Maceio	-0940-03543	
America/Managua	+1209-08617	
America/Manaus	-0308-06001	Brazil/West
America/Martinique	+1436-06105	
America/Matamoros	+2550-09730	
America/Mazatlan	+2313-10625	Mexico/BajaSur
America/Menominee	+450628-0873651	
America/Merida	+2058-08937	
America/Metlakatla	+550737-1313435	
America/Mexico_City	+1924-09909	Mexico/General
America/Miquelon	+4703-05620	
America/Moncton	+4606-06447	
America/Monterrey	+2540-10019	
America/Montevideo	-345433-0561245	
America/New_York	+404251-0740023	US/Eastern
America/Nome	+643004-1652423	
America/Noronha	-0351-03225	Brazil/DeNoronha
America/North_Dakota/Beulah	+471551-1014640	
America/North_Dakota/Center	+470659-1011757	
America/North_Dakota/New_Salem	+465042-1012439	
America/Nuuk	+6411-05144	America/Godthab
America/Ojinaga	+2934-10425	
America/Panama	+0858-07932	America/Atikokan,America/Cayman,America/Coral_Harbour,EST
America/Paramaribo	+0550-05510	
America/Phoenix	+332654-1120424	America/Creston,MST,US/Arizona
America/Port-au-Prince	+1832-07220	
America/Porto_Velho	-0846-06354	
America/Puerto_Rico	+182806-0660622	America/Anguilla,America/Antigua,America/Aruba,America/Blanc-Sablon,America/Curacao,America/Dominica,America/Grenada,America/Guadeloupe,America/Kralendijk,America/Lower_Princes,America/Marigot,America/Montserrat,America/Port_of_Spain,America/St_Barthelemy,America/St_Kitts,America/St_Lucia,America/St_Thomas,America/St_Vincent,America/Tortola,America/Virgin
America/Punta_Arenas	-5309-07055	
America/Rankin_Inlet	+624900-0920459	
America/Recife	-0803-03454	
America/Regina	+5024-10439	Canada/Saskatchewan
America/Resolute	+744144-0944945	
America/Rio_Branco	-0958-06748	America/Porto_Acre,Brazil/Acre
America/Santarem	-0226-05452	
America/Santiago	-3327-07040	Chile/Continental
America/Santo_Domingo	+1828-06954	
America/Sao_Paulo	-2332-04637	Brazil/East
America/Scoresbysund	+7029-02158	
America/Sitka	+571035-1351807	
America/St_Johns	+4734-05243	Canada/Newfoundland
America/Swift_Current	+5017-10750	
America/Tegucigalpa	+1406-08713	
America/Thule	+7634-06847	
America/Tijuana	+3232-11701	America/Ensenada,America/Santa_Isabel,Mexico/BajaNorte
America/Toronto	+4339-07923	America/Montreal,America/Nassau,America/Nipigon,America/Thunder_Bay,Canada/Eastern
